N° del inventario	DESCRIPCIÓN	FOTO O PINTURA	Sala	Vitrina / Pared		Título principal del objeto u obra de arte	Creador del objeto	Cometarios al Creador del Objeto	Número/código asignado por el museo desde ingreso a ser expuesto	Uso que se le dio al objeto	Dueño actual	Dimensión: Alto	Dimensión: Ancho	Dimensión: Largo	Dimensión: Diámetro	Profundidad	Peso	Estado actual del objeto	Material del objeto (TECNICA USADA)	Código de Meta-descripción	Descripción o nota asociada al objeto	Fecha de creación del objeto/obra de arte	Comentario a la fecha de creación del objeto/obra de arte	Código del Período o evento	Periodo, evento	Fecha en que se encontró por primera vez el objeto, podría ser la misma fecha de la creation_date.	Fecha en que se encontró por última vez el objeto, podría ser la misma fecha de la creation_date_earliest.	Modificación por adición	Modificación por eliminación	Técnica usada en la modificación	Material usado en la modificación	Fecha de la modificación	Forma como fue adquirido el objeto	Identifica y da crédito a la persona, fundación o método por el cual el objeto fue adquirido  (del/a cual fue adquirido el objeto)	Descripción de donación	Fecha de adquisición como propiedad suya	Fecha de ingreso al museo	Descripción del ingreso	Departamento dentro del museo responsable por el objeto	Localización del objeto dentro del museo	List de enlaces oficiales del objeto dentro del museo 	Lista de enlaces oficial del objeto muy similares que figuran en otros museos			Código único en la database	Código único en la database para las clases	Nombre de la clase superior	Nombre de la clase	Lista de enlaces que describen la clase
					m04_s07_113_x	Pilatos presenta a Jesús	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Pintura: Oleo sobre lienzo Marco: Madera tallada y dorada		REVISAR: Here we see Christ, his hands bound and the crown of thorns on his head, being led out after his trial: he is to be crucified. A motley crowd of soldiers prepares the Cross, watched by a weeping woman and her children. In the background, two criminals described as thieves have been stripped and bound – they are to be executed alongside Christ at Calvary.On the back of the panel are the Virgin and Child and Saint Augustine of Hippo, painted to look like stone statues set in a shared niche. They would have been visible when the shutters were closed.	Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_113_x	c_11/02_01 	Pinturas de arte fino	Oleo de Imagenes de la historia religiosa	
						"SALA 8: DE LOS SANTOS DE LA IGLESIA, antiguamente ""Cuarto de Campanas"""															Al medio día, esta Sala se cierra al público, y mediante un interesante sistema de poleas, la hermana tañedora toca las tres campanadas que llaman al Ángelus, desde el claustro se puede ver el movimiento de las cuerdas y oír el sonido de las campanas, como se hace desde 1710. Dentro del recorrido del Museo, esta es la Sala de los Santos de la Iglesia.																												
					m04_s08_114_x	Transverberación de Santa Teresa	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Pintura: Oleo sobre lienzo. Marco: Madera tallada y dorada			Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_114_x	c_11/02_01; c_11/02_04_01	Pinturas de arte fino	Oleo de Imagenes de la historia religiosa; Óleos de Imágenes alegóricas religiosas	
					m04_s08_115_x	Cuadro de San Pedro Nolasco	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Pintura: Oleo sobre lienzo Marco: Madera tallada y dorada		Pedro Nolasco: Fundador de la Orden de la Merced que viste hábito blanco y se le representa como anciano barbudo	Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_115_x	c_11/02_01; c_11/02_06_01	Pinturas de arte fino	Oleo de Imagenes de la historia religiosa; Oleos de retratos religiosos del cristianísmo	
					m04_s08_116_x	Calvario con Santos Jesuitas	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Oleo sobre lienzo		sosteniendo banderola con escudo mercedario, escapulario, esposa, grilletes, rama de olivo, libro con maqueta de la iglesia.	Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_116_x	c_11/02_01; c_11/02_06_01	Pinturas de arte fino	Oleo de Imagenes de la historia religiosa; Oleos de retratos religiosos del cristianísmo	
					m04_s08_117_x	Comunión de San Estanislao de Kotska	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Oleo sobre lienzo		Estanislao de Kostka: Jesuita que viste de sotana y roquete, sostiene al Niño Dios en sus brazos, porta un lirio.	Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_117_x	c_11/02_01 	Pinturas de arte fino	Oleo de Imagenes de la historia religiosa	
					m04_s08_118_x	Santa Rosa de Lima	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Pintura: Oleo sobre lienzo Marco: Madera tallada y dorada		"Rosa de Lima: Primera santa americana, ataviada con habito dominico, un rosario pende del cuello y posee corona de
 rosas. Porta Nino Dios y ramo de rosas, que lleva a su vez un anillo nupcial, ancla, maqueta de la ciudad de Lima.                               Isabel Flores de Oliva, conocida más tarde como Santa Rosa de Lima tuvo una fuerte vocación religiosa que “[…] probablemente, aquella vivencia-la visión cotidiana de los sufrimientos que padecían los trabajadores indios-pudo ser la que dio a Rosa de Santa María la preocupación por remediar las enfermedades y miserias de sus prójimos”[13]"	Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_118_x	c_11/02_01; c_11/02_06_01	Pinturas de arte fino	Oleo de Imagenes de la historia religiosa; Oleos de retratos religiosos del cristianísmo	
					m04_s08_119_x	Santo Domingo de Guzmán, San Ignacio de Loyola, Santa Teresa de Jesús, San Pedro Nolasco, San Francisco de Asís	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Vestimenta: maguey y tela encolada y policromada.		"Domingo de Guzmán: Responsable de la Orden de los Predicadores. Hombre con habito religioso en edad viril, austero,
 de barba corta y cerquillo en la frente, a veces tambien con una estrella, porta azucena, libro con maqueta de iglesia y
 banderola con escudo de la orden. Le acompana un perro de pelaje blanco y negro con tea encendida en la boca.                                                  IGNACIO DE LOYOLA : Creador de la Compañía de Jesús. Sotana negra ceñida por una faja; en la mano derecha posee la sigla
de Cristo rodeada de rayos y con la otra sostiene libro con inscripción Ad Majorem Dei Gloriam (A la mayor Gloria de Dios).                                                                         SANTA TERESA DE JESÚS: Reformadora de la orden del Carmen, vestía hábito marrón y capa blanca corta, con pluma, libro; en
ocasiones birrete y muceta blanca.                               PEDRO NOLASCO: Fundador de la Orden de la Merced que viste hábito blanco y se le representa como anciano barbudo
sosteniendo banderola con escudo mercedario, escapulario, esposa, grilletes, rama de olivo, libro con maqueta de la iglesia.                                                                     FRANCISCO DE ASÍS: Uno de los santos más representados, creador de la Orden Franciscana. Viste hábito de color castaño
o grisáceo, sujeto por cíngulo, con estigmas o llagas en manos, pies y el costado. Es común que porte cruz, calavera o
crucifijo, con banderola con escudo de la orden y un mundo a los pies. Le acompaña en ocasiones una oveja o garza."	Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_119_x	 c_11/05_17_01	Escultura como arte fino	Escultura en bulto redondo de cuerpo entero en fibra vegetal (maguey) tema religioso	
					m04_s08_120_x	San Agustín	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Oleo sobre lienzo		"Agustín: Fundador de la orden con su nombre, Doctor de la Iglesia, obispo de Hipona. Las imagenes mas difundidas lo
 muestran con habito, capa pluvial o roquete y un corazon inflamado traspasado por flechas. Otros elementos con que
 se le asocia es la mitra, baculo, pectoral, libro, pluma y la maqueta de iglesia."	Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_120_x	c_11/02_01; c_11/02_06_01	Pinturas de arte fino	Oleo de Imagenes de la historia religiosa; Oleos de retratos religiosos del cristianísmo	
					m04_s08_121_x	San Pedro de Alcántara	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Escultura: Plomo vaciado. Vestimenta: maguey y tela encolada		"Pedro de Alcántara: Franciscano de extrema delgadez que viste habito de sayal, remendado y corto, dejando pies al descubierto,
 sin llevar la capucha puesta. Lleva cayado del que salen hojas y frutos de la higuera, colmena, crucifijo, calavera, disciplinas."	Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_121_x	 c_11/05_17_01	Escultura como arte fino	Escultura en bulto redondo de cuerpo entero en fibra vegetal (maguey) tema religioso	
					m04_s08_122_x	San Lorenzo	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Oleo sobre lienzo		Lorenzo: Español ataviado de diácono, sosteniendo palma y parrilla.	Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_122_x	c_11/02_01; c_11/02_06_01	Pinturas de arte fino	Oleo de Imagenes de la historia religiosa; Oleos de retratos religiosos del cristianísmo	
					m04_s08_123_x	San Esteban	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Oleo sobre lienzo		Esteban: Viste de diácono, porta palma y piedras.	Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_123_x	c_11/02_01; c_11/02_06_01	Pinturas de arte fino	Oleo de Imagenes de la historia religiosa; Oleos de retratos religiosos del cristianísmo	
					m04_s08_124_x	Santa Gertrudis	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Oleo sobre lienzo		Se le representa normalmente  con un Corazón: Normalmente en llamas o rematado en cruz. Simboliza el amor de Dios o la Pasión de Cristo.	Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_124_x	c_11/02_01; c_11/02_06_01	Pinturas de arte fino	Oleo de Imagenes de la historia religiosa; Oleos de retratos religiosos del cristianísmo	
					m04_s08_125_x	Santa Thais	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Oleo sobre lienzo			Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_125_x	c_11/02_01; c_11/02_06_01	Pinturas de arte fino	Oleo de Imagenes de la historia religiosa; Oleos de retratos religiosos del cristianísmo	
					m04_s08_126_x	Santa Cecilia	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Oleo sobre lienzo		Cecilia: Romana, con un instrumento musical en sus manos, normalmente un órgano pequeño, libro con notas musicales.	Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_126_x	c_11/02_01; c_11/02_06_01	Pinturas de arte fino	Oleo de Imagenes de la historia religiosa; Oleos de retratos religiosos del cristianísmo	
					m04_s08_127_x	Santa Rita de Casia	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Vestimenta: maguey y tela encolada y policromada. Espiga: plata vaciada		Se le representa generalmente con Rosas	Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_127_x	 c_11/05_17_01	Escultura como arte fino	Escultura en bulto redondo de cuerpo entero en fibra vegetal (maguey) tema religioso	
					m04_s08_128_x	San Ramón Nonato	Desconocido	No aplica	No registra información	Evangelizar visualmente a traves del arte	Monasterio de San José y Santa Teresa					No registra información	No registra información	Buen estado de conservación	Pintura: Oleo sobre lienzo Marco: Madera tallada y dorada		Ramón Nonato: Mercedario que viste hábito blanco, roqueta y muceta roja de cardenal, porta custodia, palma,  con tres coronas y candado en los labios	Siglo XVIII	Ninguno	p_05_33	Siglo XVIII (arte barroco)																				m04_s01_128_x	c_11/02_01; c_11/02_06_01	Pinturas de arte fino	Oleo de Imagenes de la historia religiosa; Oleos de retratos religiosos del cristianísmo	
